UPC,Book Title,Author,Original Price (Books.toscrape.com),Author (from Google Books API),ISBN,Competitor Price (Booksrun.com),Booksrun Link,Original Price (Float),Competitor Price (Float),Absolute Price Difference,Percentage Price Difference,Suggested Price Action (Dynamic)
8d8e9f9b8730eb25,Ship Leaves Harbor: Essays on Travel by a Recovering Journeyman,N/A,Â£30.60,,,,,30.6,,,,No Action (Price not available from one/both sources)
720c36b2bee4692e,Pride and Prejudice,N/A,Â£19.27,,,,,19.27,,,,No Action (Price not available from one/both sources)
6d235933670503d9,Musicophilia: Tales of Music and the Brain,N/A,Â£46.58,,,,,46.58,,,,No Action (Price not available from one/both sources)
f38f37ed934d84b2,Mere Christianity,N/A,Â£48.51,,,,,48.51,,,,No Action (Price not available from one/both sources)
7a2b51f69e81c722,Me Before You (Me Before You #1),N/A,Â£19.02,,,,,19.02,,,,No Action (Price not available from one/both sources)
6958de044cb28a84,In the Woods (Dublin Murder Squad #1),N/A,Â£38.38,,,,,38.38,,,,No Action (Price not available from one/both sources)
fe0f34ebed689381,In Cold Blood,N/A,Â£49.98,,,,,49.98,,,,No Action (Price not available from one/both sources)
e792c0969cefe1b8,How to Stop Worrying and Start Living,N/A,Â£46.49,,,,,46.49,,,,No Action (Price not available from one/both sources)
012170e4fc87ace0,Give It Back,N/A,Â£18.32,,,,,18.32,,,,No Action (Price not available from one/both sources)
384c7d41d5ffe9d1,"Girl, Interrupted",N/A,Â£42.14,,,,,42.14,,,,No Action (Price not available from one/both sources)
56a34d0cec11d6b0,Fun Home: A Family Tragicomic,N/A,Â£56.59,,,,,56.59,,,,No Action (Price not available from one/both sources)
97258f576d4bb672,"Fruits Basket, Vol. 6 (Fruits Basket #6)",N/A,Â£20.96,,,,,20.96,,,,No Action (Price not available from one/both sources)
4e3b183180e2a992,Deception Point,N/A,Â£40.32,,,,,40.32,,,,No Action (Price not available from one/both sources)
6e06d0f00f6da20f,"Death Note, Vol. 6: Give-and-Take (Death Note #6)",N/A,Â£36.39,,,,,36.39,,,,No Action (Price not available from one/both sources)
f3c70d296ec796c4,Catherine the Great: Portrait of a Woman,N/A,Â£58.55,,,,,58.55,,,,No Action (Price not available from one/both sources)
faf841f81c52638b,Better Homes and Gardens New Cook Book,N/A,Â£39.61,,,,,39.61,,,,No Action (Price not available from one/both sources)
46cb43c2ab133ccc,An Unquiet Mind: A Memoir of Moods and Madness,N/A,Â£21.30,,,,,21.3,,,,No Action (Price not available from one/both sources)
9e60929f521fa280,A Year in Provence (Provence #1),N/A,Â£56.88,,,,,56.88,,,,No Action (Price not available from one/both sources)
2e5b4ff08a75fd02,World Without End (The Pillars of the Earth #2),N/A,Â£32.97,,,,,32.97,,,,No Action (Price not available from one/both sources)
e75f3ae1da1cc652,"Will Grayson, Will Grayson (Will Grayson, Will Grayson)",N/A,Â£47.31,,,,,47.31,,,,No Action (Price not available from one/both sources)
759ee7d059b1beb8,Why Save the Bankers?: And Other Essays on Our Economic and Political Crisis,N/A,Â£48.67,,,,,48.67,,,,No Action (Price not available from one/both sources)
60369d96b7b80869,Where She Went (If I Stay #2),N/A,Â£41.73,,,,,41.73,,,,No Action (Price not available from one/both sources)
163d89116179c33f,What If?: Serious Scientific Answers to Absurd Hypothetical Questions,N/A,Â£53.68,,,,,53.68,,,,No Action (Price not available from one/both sources)
3a7d54a264d9f33e,Two Summers,N/A,Â£14.64,,,,,14.64,,,,No Action (Price not available from one/both sources)
bc209a900101f28d,This Is Your Brain on Music: The Science of a Human Obsession,N/A,Â£38.40,,,,,38.4,,,,No Action (Price not available from one/both sources)
abbb492978ff656d,The Secret Garden,N/A,Â£15.08,,,,,15.08,,,,No Action (Price not available from one/both sources)
2e4fc5eacceec12c,The Raven King (The Raven Cycle #4),N/A,Â£30.57,,,,,30.57,,,,No Action (Price not available from one/both sources)
e0b3a679b83caccc,The Raven Boys (The Raven Cycle #1),N/A,Â£57.74,,,,,57.74,,,,No Action (Price not available from one/both sources)
f701fae56b645ef7,The Power Greens Cookbook: 140 Delicious Superfood Recipes,N/A,Â£11.05,,,,,11.05,,,,No Action (Price not available from one/both sources)
93379e3a2072a01b,The Metamorphosis,N/A,Â£28.58,,,,,28.58,,,,No Action (Price not available from one/both sources)
0d210d2448c3018f,The Mathews Men: Seven Brothers and the War Against Hitler's U-boats,N/A,Â£42.91,,,,,42.91,,,,No Action (Price not available from one/both sources)
dfd9ff1f343cdaff,The Little Paris Bookshop,N/A,Â£24.73,,,,,24.73,,,,No Action (Price not available from one/both sources)
c4589ee5977a47be,The Hiding Place,N/A,Â£55.91,,,,,55.91,,,,No Action (Price not available from one/both sources)
3213b1f13f5f0f7c,The Grand Design,N/A,Â£13.76,,,,,13.76,,,,No Action (Price not available from one/both sources)
ad84f18659e6bfe2,The Firm,N/A,Â£45.56,,,,,45.56,,,,No Action (Price not available from one/both sources)
3661360c99719414,The Fault in Our Stars,N/A,Â£47.22,,,,,47.22,,,,No Action (Price not available from one/both sources)
a2a9f76339d21ab1,The False Prince (The Ascendance Trilogy #1),N/A,Â£56.00,,,,,56.0,,,,No Action (Price not available from one/both sources)
fe7210553d56c097,The Expatriates,N/A,Â£44.58,,,,,44.58,,,,No Action (Price not available from one/both sources)
fec06f52054ea900,The Dream Thieves (The Raven Cycle #2),N/A,Â£34.50,,,,,34.5,,,,No Action (Price not available from one/both sources)
c4182bdb53e2459a,The Darkest Corners,N/A,Â£11.33,,,,,11.33,,,,No Action (Price not available from one/both sources)
b228042c088b1913,The Crossover,N/A,Â£38.77,,,,,38.77,,,,No Action (Price not available from one/both sources)
b716233fcb6877e6,The 5th Wave (The 5th Wave #1),N/A,Â£11.83,,,,,11.83,,,,No Action (Price not available from one/both sources)
84126312e2431a09,Tell the Wind and Fire,N/A,Â£45.51,,,,,45.51,,,,No Action (Price not available from one/both sources)
50d5a7b861ed1c54,Tell Me Three Things,N/A,Â£41.81,,,,,41.81,,,,No Action (Price not available from one/both sources)
1dba84766a5e87b8,Talking to Girls About Duran Duran: One Young Man's Quest for True Love and a Cooler Haircut,N/A,Â£25.15,,,,,25.15,,,,No Action (Price not available from one/both sources)
84bb29c53592ac40,Siddhartha,N/A,Â£34.22,,,,,34.22,,,,No Action (Price not available from one/both sources)
59a8ae019b64f2a7,Shiver (The Wolves of Mercy Falls #1),N/A,Â£16.23,,,,,16.23,,,,No Action (Price not available from one/both sources)
2973d38c2fbd7a5c,Remember Me?,N/A,Â£11.48,,,,,11.48,,,,No Action (Price not available from one/both sources)
e958ae92f328c181,Red Dragon (Hannibal Lecter #1),N/A,Â£23.37,,,,,23.37,,,,No Action (Price not available from one/both sources)
6036239d2ab349b7,Peak: Secrets from the New Science of Expertise,N/A,Â£16.28,,,,,16.28,,,,No Action (Price not available from one/both sources)
a4ce39a3720cd679,My Mother Was Nuts,N/A,Â£31.63,,,,,31.63,,,,No Action (Price not available from one/both sources)
12a90b90283b2e6d,Mexican Today: New and Rediscovered Recipes for Contemporary Kitchens,N/A,Â£24.91,,,,,24.91,,,,No Action (Price not available from one/both sources)
81c68492ccd72941,Maybe Something Beautiful: How Art Transformed a Neighborhood,N/A,Â£22.54,,,,,22.54,,,,No Action (Price not available from one/both sources)
5e1a88d248599768,Lola and the Boy Next Door (Anna and the French Kiss #2),N/A,Â£23.63,,,,,23.63,,,,No Action (Price not available from one/both sources)
7093cf549cd2e7de,Logan Kade (Fallen Crest High #5.5),N/A,Â£13.12,,,,,13.12,,,,No Action (Price not available from one/both sources)
07e6810fd3236bda,Last One Home (New Beginnings #1),N/A,Â£59.98,,,,,59.98,,,,No Action (Price not available from one/both sources)
8dde2ff3f6fcc0a3,Killing Floor (Jack Reacher #1),N/A,Â£31.49,,,,,31.49,,,,No Action (Price not available from one/both sources)
44f545727e704187,Kill the Boy Band,N/A,Â£15.52,,,,,15.52,,,,No Action (Price not available from one/both sources)
45045146dbf7b009,Isla and the Happily Ever After (Anna and the French Kiss #3),N/A,Â£48.13,,,,,48.13,,,,No Action (Price not available from one/both sources)
7284d85428305f5a,If I Stay (If I Stay #1),N/A,Â£38.13,,,,,38.13,,,,No Action (Price not available from one/both sources)
d219d4e325e6f204,I Know Why the Caged Bird Sings (Maya Angelou's Autobiography #1),N/A,Â£36.55,,,,,36.55,,,,No Action (Price not available from one/both sources)
6c49258724f11770,Harry Potter and the Deathly Hallows (Harry Potter #7),N/A,Â£23.32,,,,,23.32,,,,No Action (Price not available from one/both sources)
3fd83dcf37bf1bc0,"Fruits Basket, Vol. 5 (Fruits Basket #5)",N/A,Â£16.33,,,,,16.33,,,,No Action (Price not available from one/both sources)
3fc124f59f3068e4,Foundation (Foundation (Publication Order) #1),N/A,Â£32.42,,,,,32.42,,,,No Action (Price not available from one/both sources)
630e766f0a1987dd,Fool Me Once,N/A,Â£16.96,,,,,16.96,,,,No Action (Price not available from one/both sources)
b28c7d07afa7063b,Find Her (Detective D.D. Warren #8),N/A,Â£22.37,,,,,22.37,,,,No Action (Price not available from one/both sources)
75cc85cdbe9ad46b,Evicted: Poverty and Profit in the American City,N/A,Â£42.27,,,,,42.27,,,,No Action (Price not available from one/both sources)
d5ad4c92d8bf26c9,Drama,N/A,Â£38.70,,,,,38.7,,,,No Action (Price not available from one/both sources)
e46b1074b99ac4b6,Dracula the Un-Dead,N/A,Â£35.63,,,,,35.63,,,,No Action (Price not available from one/both sources)
94bb629a3f6dd00b,Digital Fortress,N/A,Â£58.00,,,,,58.0,,,,No Action (Price not available from one/both sources)
1c0a38899c82b60a,"Death Note, Vol. 5: Whiteout (Death Note #5)",N/A,Â£52.41,,,,,52.41,,,,No Action (Price not available from one/both sources)
bcf567421c581f0a,"Data, A Love Story: How I Gamed Online Dating to Meet My Match",N/A,Â£32.35,,,,,32.35,,,,No Action (Price not available from one/both sources)
429b4a811bef386c,Critique of Pure Reason,N/A,Â£20.75,,,,,20.75,,,,No Action (Price not available from one/both sources)
b54d7416bb445989,Booked,N/A,Â£17.49,,,,,17.49,,,,No Action (Price not available from one/both sources)
ad5e078beceaeb4a,"Blue Lily, Lily Blue (The Raven Cycle #3)",N/A,Â£34.13,,,,,34.13,,,,No Action (Price not available from one/both sources)
612369a5947a012e,Approval Junkie: Adventures in Caring Too Much,N/A,Â£58.81,,,,,58.81,,,,No Action (Price not available from one/both sources)
f36d24c309e87e5b,An Abundance of Katherines,N/A,Â£10.00,,,,,10.0,,,,No Action (Price not available from one/both sources)
add33db6ff80db24,America's War for the Greater Middle East: A Military History,N/A,Â£51.22,,,,,51.22,,,,No Action (Price not available from one/both sources)
d9290e99f189ce84,Alight (The Generations Trilogy #2),N/A,Â£58.59,,,,,58.59,,,,No Action (Price not available from one/both sources)
cf3b86489890b9f2,A Girl's Guide to Moving On (New Beginnings #2),N/A,Â£31.30,,,,,31.3,,,,No Action (Price not available from one/both sources)
03cbb67c0f990d87,A Game of Thrones (A Song of Ice and Fire #1),N/A,Â£46.42,,,,,46.42,,,,No Action (Price not available from one/both sources)
f2c8f4b4c94d5c5c,A Feast for Crows (A Song of Ice and Fire #4),N/A,Â£17.21,,,,,17.21,,,,No Action (Price not available from one/both sources)
89a89e76f3516357,A Clash of Kings (A Song of Ice and Fire #2),N/A,Â£10.79,,,,,10.79,,,,No Action (Price not available from one/both sources)
a8f4577a48023344,Vogue Colors A to Z: A Fashion Coloring Book,N/A,Â£52.35,,,,,52.35,,,,No Action (Price not available from one/both sources)
d4de23aa98acc65b,The Shining (The Shining #1),N/A,Â£27.88,,,,,27.88,,,,No Action (Price not available from one/both sources)
6053ddf69c967d5f,The Pilgrim's Progress,N/A,Â£50.26,,,,,50.26,,,,No Action (Price not available from one/both sources)
9cc207168a03470d,The Perfect Play (Play by Play #1),N/A,Â£59.99,,,,,59.99,,,,No Action (Price not available from one/both sources)
011674f4a3834b8d,The Passion of Dolssa,N/A,Â£28.32,,,,,28.32,,,,No Action (Price not available from one/both sources)
6a57286a8890d8c5,The Jazz of Physics: The Secret Link Between Music and the Structure of the Universe,N/A,Â£38.71,,,,,38.71,,,,No Action (Price not available from one/both sources)
6d2f70d9424f41a1,The Hunger Games (The Hunger Games #1),N/A,Â£29.85,,,,,29.85,,,,No Action (Price not available from one/both sources)
6587f46697fc4443,The Hound of the Baskervilles (Sherlock Holmes #5),N/A,Â£14.82,,,,,14.82,,,,No Action (Price not available from one/both sources)
45033bdf3d9ed158,The Gunning of America: Business and the Making of American Gun Culture,N/A,Â£16.81,,,,,16.81,,,,No Action (Price not available from one/both sources)
c65ee14957c0fa5c,The Geography of Bliss: One Grump's Search for the Happiest Places in the World,N/A,Â£28.23,,,,,28.23,,,,No Action (Price not available from one/both sources)
ff2dffba388d9922,The Demonists (Demonist #1),N/A,Â£52.11,,,,,52.11,,,,No Action (Price not available from one/both sources)
df53c2948b32bde3,"The Demon Prince of Momochi House, Vol. 4 (The Demon Prince of Momochi House #4)",N/A,Â£27.88,,,,,27.88,,,,No Action (Price not available from one/both sources)
9c4d061c1e2fe6bf,The Bone Hunters (Lexy Vaughan & Steven Macaulay #2),N/A,Â£59.71,,,,,59.71,,,,No Action (Price not available from one/both sources)
8930013d06942df1,The Beast (Black Dagger Brotherhood #14),N/A,Â£46.08,,,,,46.08,,,,No Action (Price not available from one/both sources)
31f5bbf4974d29c9,Some Women,N/A,Â£13.73,,,,,13.73,,,,No Action (Price not available from one/both sources)
38199c5d7da0c0ef,Shopaholic Ties the Knot (Shopaholic #3),N/A,Â£48.39,,,,,48.39,,,,No Action (Price not available from one/both sources)
ae884ac655d6ee3e,Paper and Fire (The Great Library #2),N/A,Â£49.45,,,,,49.45,,,,No Action (Price not available from one/both sources)
5de4baa88061a77a,Outlander (Outlander #1),N/A,Â£19.67,,,,,19.67,,,,No Action (Price not available from one/both sources)
2ba5ccc84d35006c,"Orchestra of Exiles: The Story of Bronislaw Huberman, the Israel Philharmonic, and the One Thousand Jews He Saved from Nazi Horrors",N/A,Â£12.36,,,,,12.36,,,,No Action (Price not available from one/both sources)
3a95f5a2df4ff921,No One Here Gets Out Alive,N/A,Â£20.02,,,,,20.02,,,,No Action (Price not available from one/both sources)
869d20b3b8128230,Night Shift (Night Shift #1-20),N/A,Â£12.75,,,,,12.75,,,,No Action (Price not available from one/both sources)
70b585c9d0f15725,Needful Things,N/A,Â£47.51,,,,,47.51,,,,No Action (Price not available from one/both sources)
5212c6acea3359e5,Mockingjay (The Hunger Games #3),N/A,Â£20.44,,,,,20.44,,,,No Action (Price not available from one/both sources)
81d4191030b9704b,Misery,N/A,Â£34.79,,,,,34.79,,,,No Action (Price not available from one/both sources)
deda806b68b0aa11,Little Women (Little Women #1),N/A,Â£28.07,,,,,28.07,,,,No Action (Price not available from one/both sources)
670a2773607d785d,It,N/A,Â£25.01,,,,,25.01,,,,No Action (Price not available from one/both sources)
ac337893a9fe0085,Harry Potter and the Sorcerer's Stone (Harry Potter #1),N/A,Â£13.90,,,,,13.9,,,,No Action (Price not available from one/both sources)
eff24325e0ede639,Harry Potter and the Prisoner of Azkaban (Harry Potter #3),N/A,Â£24.17,,,,,24.17,,,,No Action (Price not available from one/both sources)
5a6b7155f2797537,Harry Potter and the Order of the Phoenix (Harry Potter #5),N/A,Â£31.63,,,,,31.63,,,,No Action (Price not available from one/both sources)
73f4f87dd936ee5c,Harry Potter and the Half-Blood Prince (Harry Potter #6),N/A,Â£48.75,,,,,48.75,,,,No Action (Price not available from one/both sources)
c7c4f55b7321cba7,Harry Potter and the Chamber of Secrets (Harry Potter #2),N/A,Â£14.74,,,,,14.74,,,,No Action (Price not available from one/both sources)
23310ce84d3c9f85,Gone with the Wind,N/A,Â£32.49,,,,,32.49,,,,No Action (Price not available from one/both sources)
ddbc5530d2939d49,God Is Not Great: How Religion Poisons Everything,N/A,Â£27.80,,,,,27.8,,,,No Action (Price not available from one/both sources)
5eff05e59f905a49,Girl With a Pearl Earring,N/A,Â£26.77,,,,,26.77,,,,No Action (Price not available from one/both sources)
8fff1084aa085a13,"Fruits Basket, Vol. 4 (Fruits Basket #4)",N/A,Â£50.44,,,,,50.44,,,,No Action (Price not available from one/both sources)
ad15a9a139919918,Far From True (Promise Falls Trilogy #2),N/A,Â£34.93,,,,,34.93,,,,No Action (Price not available from one/both sources)
2b69d289279aabfd,Dark Lover (Black Dagger Brotherhood #1),N/A,Â£12.87,,,,,12.87,,,,No Action (Price not available from one/both sources)
a2dc754afb69bb32,Confessions of a Shopaholic (Shopaholic #1),N/A,Â£48.94,,,,,48.94,,,,No Action (Price not available from one/both sources)
aaebac5fda798b1b,Changing the Game (Play by Play #2),N/A,Â£13.38,,,,,13.38,,,,No Action (Price not available from one/both sources)
2798974abc8a58a8,Candide,N/A,Â£58.63,,,,,58.63,,,,No Action (Price not available from one/both sources)
0812f54c93d726ce,Can You Keep a Secret?,N/A,Â£21.94,,,,,21.94,,,,No Action (Price not available from one/both sources)
78a4ac98191ac675,Atlas Shrugged,N/A,Â£26.58,,,,,26.58,,,,No Action (Price not available from one/both sources)
1451b55e5e56bb89,Animal Farm,N/A,Â£57.22,,,,,57.22,,,,No Action (Price not available from one/both sources)
aead11697d14ea36,A Walk to Remember,N/A,Â£56.43,,,,,56.43,,,,No Action (Price not available from one/both sources)
f6ae39568db1130e,A New Earth: Awakening to Your Life's Purpose,N/A,Â£55.65,,,,,55.65,,,,No Action (Price not available from one/both sources)
d12ca4020c2f602e,"A History of God: The 4,000-Year Quest of Judaism, Christianity, and Islam",N/A,Â£27.62,,,,,27.62,,,,No Action (Price not available from one/both sources)
6e9403f00acd6752,'Salem's Lot,N/A,Â£49.56,,,,,49.56,,,,No Action (Price not available from one/both sources)
634b7165c96ebb9f,Zero History (Blue Ant #3),N/A,Â£34.77,,,,,34.77,,,,No Action (Price not available from one/both sources)
5a7ff9aaa3168878,Wuthering Heights,N/A,Â£17.73,,,,,17.73,,,,No Action (Price not available from one/both sources)
5d55202da0252627,World War Z: An Oral History of the Zombie War,N/A,Â£21.80,,,,,21.8,,,,No Action (Price not available from one/both sources)
d30b9215c72cca87,Wild: From Lost to Found on the Pacific Crest Trail,N/A,Â£46.02,,,,,46.02,,,,No Action (Price not available from one/both sources)
07bb35158d9dd3d2,"Where'd You Go, Bernadette",N/A,Â£18.13,,,,,18.13,,,,No Action (Price not available from one/both sources)
dab0196cd5fc8e5e,When You Are Engulfed in Flames,N/A,Â£30.89,,,,,30.89,,,,No Action (Price not available from one/both sources)
06bab964fd536971,We the People: The Modern-Day Figures Who Have Reshaped and Affirmed the Founding Fathers' Vision of America,N/A,Â£31.95,,,,,31.95,,,,No Action (Price not available from one/both sources)
be3db344a845580b,We Are All Completely Beside Ourselves,N/A,Â£24.04,,,,,24.04,,,,No Action (Price not available from one/both sources)
0e4e2d31c2fb3aad,Walk the Edge (Thunder Road #2),N/A,Â£32.36,,,,,32.36,,,,No Action (Price not available from one/both sources)
7feac4000cbc5859,Voyager (Outlander #3),N/A,Â£21.07,,,,,21.07,,,,No Action (Price not available from one/both sources)
52aa3d79b1cee455,Very Good Lives: The Fringe Benefits of Failure and the Importance of Imagination,N/A,Â£50.66,,,,,50.66,,,,No Action (Price not available from one/both sources)
4672d10b9b1e7a05,Vegan Vegetarian Omnivore: Dinner for Everyone at the Table,N/A,Â£13.66,,,,,13.66,,,,No Action (Price not available from one/both sources)
b830685072fa871f,"Unstuffed: Decluttering Your Home, Mind, and Soul",N/A,Â£58.09,,,,,58.09,,,,No Action (Price not available from one/both sources)
599a4f98bb193368,Under the Banner of Heaven: A Story of Violent Faith,N/A,Â£30.00,,,,,30.0,,,,No Action (Price not available from one/both sources)
61bc8167c9680283,Two Boys Kissing,N/A,Â£32.74,,,,,32.74,,,,No Action (Price not available from one/both sources)
b53078de0147f6bf,Twilight (Twilight #1),N/A,Â£41.93,,,,,41.93,,,,No Action (Price not available from one/both sources)
8ebad30219b8679c,Twenties Girl,N/A,Â£42.80,,,,,42.8,,,,No Action (Price not available from one/both sources)
2173a2ce35f6ace1,"Trespassing Across America: One Man's Epic, Never-Done-Before (and Sort of Illegal) Hike Across the Heartland",N/A,Â£53.51,,,,,53.51,,,,No Action (Price not available from one/both sources)
57f755143ee96fd4,Three-Martini Lunch,N/A,Â£23.21,,,,,23.21,,,,No Action (Price not available from one/both sources)
719d72f3ee512dc6,"Thinking, Fast and Slow",N/A,Â£21.14,,,,,21.14,,,,No Action (Price not available from one/both sources)
75fed6a47f69859d,The Wild Robot,N/A,Â£56.07,,,,,56.07,,,,No Action (Price not available from one/both sources)
a33ed2e6068df53e,"The Wicked + The Divine, Vol. 3: Commercial Suicide (The Wicked + The Divine)",N/A,Â£14.41,,,,,14.41,,,,No Action (Price not available from one/both sources)
813cff2aefa5d1f0,The Undomestic Goddess,N/A,Â£45.75,,,,,45.75,,,,No Action (Price not available from one/both sources)
2b685187f55c5d31,The Travelers,N/A,Â£15.77,,,,,15.77,,,,No Action (Price not available from one/both sources)
224fa77d4b248046,The Tipping Point: How Little Things Can Make a Big Difference,N/A,Â£10.02,,,,,10.02,,,,No Action (Price not available from one/both sources)
3d15714d4d3d15dd,The Thing About Jellyfish,N/A,Â£48.77,,,,,48.77,,,,No Action (Price not available from one/both sources)
49f24193f0b961e6,The Stand,N/A,Â£57.86,,,,,57.86,,,,No Action (Price not available from one/both sources)
742702d662a71410,The Smitten Kitchen Cookbook,N/A,Â£23.59,,,,,23.59,,,,No Action (Price not available from one/both sources)
f06039c29b5891fa,The Silkworm (Cormoran Strike #2),N/A,Â£23.05,,,,,23.05,,,,No Action (Price not available from one/both sources)
91eb9605998a7c03,"The Sandman, Vol. 3: Dream Country (The Sandman (volumes) #3)",N/A,Â£55.55,,,,,55.55,,,,No Action (Price not available from one/both sources)
322a9e34d87f54b1,The Rose & the Dagger (The Wrath and the Dawn #2),N/A,Â£58.64,,,,,58.64,,,,No Action (Price not available from one/both sources)
366a236aa1ea6f07,The Road to Little Dribbling: Adventures of an American in Britain (Notes From a Small Island #2),N/A,Â£23.21,,,,,23.21,,,,No Action (Price not available from one/both sources)
1a5044d233936b1a,The Rise of Theodore Roosevelt (Theodore Roosevelt #1),N/A,Â£42.57,,,,,42.57,,,,No Action (Price not available from one/both sources)
0e92ccf1bd39e68f,The Restaurant at the End of the Universe (Hitchhiker's Guide to the Galaxy #2),N/A,Â£10.92,,,,,10.92,,,,No Action (Price not available from one/both sources)
e2d47e82c50d41d9,The Rest Is Noise: Listening to the Twentieth Century,N/A,Â£34.77,,,,,34.77,,,,No Action (Price not available from one/both sources)
3c456328b04a8ee8,The Red Tent,N/A,Â£35.66,,,,,35.66,,,,No Action (Price not available from one/both sources)
0e7beedf0ee9380c,The Purpose Driven Life: What on Earth Am I Here for?,N/A,Â£37.19,,,,,37.19,,,,No Action (Price not available from one/both sources)
969f6c7e86554814,The Purest Hook (Second Circle Tattoos #3),N/A,Â£12.25,,,,,12.25,,,,No Action (Price not available from one/both sources)
b9f6305a3d650e2c,The Picture of Dorian Gray,N/A,Â£29.70,,,,,29.7,,,,No Action (Price not available from one/both sources)
fa26798728f5208f,The Paris Wife,N/A,Â£36.80,,,,,36.8,,,,No Action (Price not available from one/both sources)
ee441c8e027caa66,The Obsession,N/A,Â£45.43,,,,,45.43,,,,No Action (Price not available from one/both sources)
29d6d87f3418638b,The Nightingale,N/A,Â£26.26,,,,,26.26,,,,No Action (Price not available from one/both sources)
3e42ac0f4d43320f,The New Guy (and Other Senior Year Distractions),N/A,Â£44.92,,,,,44.92,,,,No Action (Price not available from one/both sources)
6263c1d2997b8ce0,The Nanny Diaries (Nanny #1),N/A,Â£52.53,,,,,52.53,,,,No Action (Price not available from one/both sources)
0baf71623648413a,The Name of God is Mercy,N/A,Â£37.25,,,,,37.25,,,,No Action (Price not available from one/both sources)
4266f48a0aa1c37d,The Maze Runner (The Maze Runner #1),N/A,Â£20.93,,,,,20.93,,,,No Action (Price not available from one/both sources)
36c15687f5ab0f7c,The Lover's Dictionary,N/A,Â£58.09,,,,,58.09,,,,No Action (Price not available from one/both sources)
cf2f27fdf94ba20e,The Lonely Ones,N/A,Â£43.59,,,,,43.59,,,,No Action (Price not available from one/both sources)
70c7c3ca7f9b2728,The Lean Startup: How Today's Entrepreneurs Use Continuous Innovation to Create Radically Successful Businesses,N/A,Â£33.92,,,,,33.92,,,,No Action (Price not available from one/both sources)
476c7972e9b41891,The Last Painting of Sara de Vos,N/A,Â£55.55,,,,,55.55,,,,No Action (Price not available from one/both sources)
35e69a79d2b1e804,"The Land of 10,000 Madonnas",N/A,Â£29.64,,,,,29.64,,,,No Action (Price not available from one/both sources)
554e9e2d532b3a87,The Infinities,N/A,Â£27.41,,,,,27.41,,,,No Action (Price not available from one/both sources)
ff6bb30dd0c482a6,The Husband's Secret,N/A,Â£52.51,,,,,52.51,,,,No Action (Price not available from one/both sources)
a8b0ea6490bc818f,The Hitchhiker's Guide to the Galaxy (Hitchhiker's Guide to the Galaxy #1),N/A,Â£47.80,,,,,47.8,,,,No Action (Price not available from one/both sources)
b5da59dd177eb36b,The Guns of August,N/A,Â£14.54,,,,,14.54,,,,No Action (Price not available from one/both sources)
4a0a276409968a73,The Guernsey Literary and Potato Peel Pie Society,N/A,Â£49.53,,,,,49.53,,,,No Action (Price not available from one/both sources)
c88422d8959260ab,The Goldfinch,N/A,Â£43.58,,,,,43.58,,,,No Action (Price not available from one/both sources)
e2dac1f4739e0bd5,The Giver (The Giver Quartet #1),N/A,Â£12.30,,,,,12.3,,,,No Action (Price not available from one/both sources)
92dcc54a27107a37,The Girl with All the Gifts,N/A,Â£49.47,,,,,49.47,,,,No Action (Price not available from one/both sources)
bfa9cb304075d3e8,The Girl Who Played with Fire (Millennium Trilogy #2),N/A,Â£22.14,,,,,22.14,,,,No Action (Price not available from one/both sources)
8f5d16a5a9bd58b2,The Girl Who Kicked the Hornet's Nest (Millennium Trilogy #3),N/A,Â£57.48,,,,,57.48,,,,No Action (Price not available from one/both sources)
dd003e904727281a,The Exiled,N/A,Â£43.45,,,,,43.45,,,,No Action (Price not available from one/both sources)
b3f2bc2cefb35f05,"The End of Faith: Religion, Terror, and the Future of Reason",N/A,Â£22.13,,,,,22.13,,,,No Action (Price not available from one/both sources)
c6bf14cb901c63ac,"The Elegant Universe: Superstrings, Hidden Dimensions, and the Quest for the Ultimate Theory",N/A,Â£13.03,,,,,13.03,,,,No Action (Price not available from one/both sources)
63c0826ef59eae66,"The Disappearing Spoon: And Other True Tales of Madness, Love, and the History of the World from the Periodic Table of the Elements",N/A,Â£57.35,,,,,57.35,,,,No Action (Price not available from one/both sources)
a6ab0cb7106a67f2,The Devil Wears Prada (The Devil Wears Prada #1),N/A,Â£44.29,,,,,44.29,,,,No Action (Price not available from one/both sources)
f51062bf579507d9,The Demon-Haunted World: Science as a Candle in the Dark,N/A,Â£52.25,,,,,52.25,,,,No Action (Price not available from one/both sources)
b22362b434e8ee62,The Day the Crayons Came Home (Crayons),N/A,Â£26.33,,,,,26.33,,,,No Action (Price not available from one/both sources)
dabf11918b48b40c,The Da Vinci Code (Robert Langdon #2),N/A,Â£22.96,,,,,22.96,,,,No Action (Price not available from one/both sources)
1be6d3b121865edb,The Cuckoo's Calling (Cormoran Strike #1),N/A,Â£19.21,,,,,19.21,,,,No Action (Price not available from one/both sources)
cad70d6ffd53912f,The Complete Stories and Poems (The Works of Edgar Allan Poe [Cameo Edition]),N/A,Â£26.78,,,,,26.78,,,,No Action (Price not available from one/both sources)
23707d3ddf14a999,The Complete Poems,N/A,Â£41.32,,,,,41.32,,,,No Action (Price not available from one/both sources)
487449f4f6322f0f,The Catcher in the Rye,N/A,Â£24.55,,,,,24.55,,,,No Action (Price not available from one/both sources)
